               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  80,            0.023762,            0.014824,            0.001278,             0.80341,             0.61985,             0.66366,             0.41684,            0.037014,            0.011978,            0.016618,            0.004786,            0.004786,            0.004786
                  81,            0.023166,            0.015145,           0.0011819,             0.77077,             0.66603,             0.69876,             0.39033,            0.037907,             0.01185,            0.017362,             0.00472,             0.00472,             0.00472
                  82,            0.023703,            0.014962,           0.0012713,             0.74916,             0.64594,             0.70189,             0.40567,            0.038023,            0.011908,            0.017213,            0.004654,            0.004654,            0.004654
                  83,            0.024104,            0.016096,           0.0011156,             0.80366,             0.61103,             0.71432,             0.45278,            0.036104,             0.01168,            0.016939,            0.004588,            0.004588,            0.004588
                  84,            0.025426,            0.015991,            0.001211,             0.81865,             0.60544,             0.69552,             0.42254,            0.037592,              0.0117,            0.018327,            0.004522,            0.004522,            0.004522
                  85,            0.023507,            0.015412,           0.0012311,             0.70104,             0.62001,              0.6776,             0.41768,            0.035733,            0.012646,            0.019473,            0.004456,            0.004456,            0.004456
                  86,            0.020657,            0.015114,           0.0010955,              0.6903,             0.61395,             0.65793,             0.38569,            0.035796,            0.011752,            0.021219,             0.00439,             0.00439,             0.00439
                  87,            0.022832,            0.014551,           0.0011747,             0.80978,             0.57363,             0.66655,             0.41604,            0.036471,            0.011933,            0.022156,            0.004324,            0.004324,            0.004324
                  88,            0.022549,            0.014066,           0.0010454,              0.7896,             0.61219,             0.68348,             0.41227,            0.036494,              0.0119,            0.021411,            0.004258,            0.004258,            0.004258
                  89,            0.020204,            0.014392,           0.0011294,             0.86756,             0.60154,             0.71508,             0.42372,            0.036787,            0.011505,            0.022069,            0.004192,            0.004192,            0.004192
                  90,            0.019892,            0.014319,           0.0011557,             0.69968,             0.69058,             0.70222,              0.4104,            0.035603,            0.011375,            0.021801,            0.004126,            0.004126,            0.004126
                  91,             0.02258,            0.014854,           0.0010477,             0.78337,             0.60459,             0.65128,             0.38156,            0.039021,            0.012531,            0.023225,             0.00406,             0.00406,             0.00406
                  92,            0.023905,             0.01483,           0.0011265,              0.8233,             0.59142,             0.67661,              0.4036,            0.038342,            0.011545,            0.023002,            0.003994,            0.003994,            0.003994
                  93,            0.019951,            0.015255,           0.0010311,             0.65823,             0.65285,               0.666,             0.39634,            0.037419,            0.011454,            0.022207,            0.003928,            0.003928,            0.003928
                  94,            0.020671,            0.014144,          0.00097929,             0.71061,             0.71858,               0.706,             0.41048,            0.036631,            0.011557,             0.02074,            0.003862,            0.003862,            0.003862
                  95,            0.020795,            0.013942,          0.00091013,              0.6481,             0.69147,             0.67999,             0.40787,            0.037656,            0.011765,            0.020796,            0.003796,            0.003796,            0.003796
                  96,            0.020079,            0.014121,          0.00092235,             0.62612,             0.67064,             0.65032,             0.38641,            0.038989,            0.012249,            0.021023,             0.00373,             0.00373,             0.00373
                  97,            0.020338,            0.014511,          0.00090805,             0.62154,             0.67064,             0.65378,             0.40619,            0.037236,            0.012267,            0.022374,            0.003664,            0.003664,            0.003664
                  98,            0.019443,            0.013083,          0.00088028,             0.63015,             0.66589,             0.64013,              0.3816,            0.038361,            0.012381,            0.022837,            0.003598,            0.003598,            0.003598
                  99,            0.019926,            0.013388,          0.00090409,             0.63064,             0.61181,             0.63678,             0.38422,             0.03865,            0.013852,            0.024268,            0.003532,            0.003532,            0.003532
                 100,            0.019014,            0.012881,          0.00079547,             0.66081,             0.61059,              0.6237,              0.4014,            0.038763,            0.012077,            0.024604,            0.003466,            0.003466,            0.003466
                 101,            0.019092,              0.0134,          0.00091748,             0.70793,             0.60475,             0.64448,             0.42381,            0.037558,            0.011969,            0.022918,              0.0034,              0.0034,              0.0034
                 102,            0.019825,            0.013475,          0.00093245,             0.72559,             0.67936,             0.67285,             0.41388,            0.036687,            0.011884,            0.022134,            0.003334,            0.003334,            0.003334
                 103,            0.018892,            0.013913,          0.00088254,             0.69935,             0.65784,             0.67356,             0.42175,            0.037153,            0.011941,            0.021728,            0.003268,            0.003268,            0.003268
                 104,            0.018242,            0.014171,          0.00091391,             0.68648,             0.62831,             0.66201,             0.42853,            0.036051,            0.012696,            0.021147,            0.003202,            0.003202,            0.003202
                 105,            0.018051,            0.013549,          0.00087335,             0.65538,             0.60475,             0.64128,             0.40881,             0.03698,            0.013047,             0.02361,            0.003136,            0.003136,            0.003136
                 106,            0.018139,            0.013865,          0.00081326,             0.62862,             0.66506,              0.6416,             0.41317,            0.036677,            0.012932,            0.024807,             0.00307,             0.00307,             0.00307
                 107,            0.019047,            0.013856,          0.00088463,             0.75945,             0.53137,             0.61898,             0.40344,            0.036475,            0.012646,             0.02635,            0.003004,            0.003004,            0.003004
                 108,            0.018974,            0.013395,          0.00080083,             0.71047,              0.6003,             0.64056,              0.3977,            0.038254,            0.012406,            0.026467,            0.002938,            0.002938,            0.002938
                 109,            0.018127,             0.01345,          0.00082445,             0.74592,             0.65377,             0.67713,             0.41436,            0.036957,            0.012381,            0.025207,            0.002872,            0.002872,            0.002872
                 110,            0.016942,            0.013036,          0.00076114,             0.74346,             0.64542,             0.66026,             0.39188,            0.037656,            0.012211,             0.02532,            0.002806,            0.002806,            0.002806
                 111,            0.018058,            0.012931,          0.00069543,             0.76338,             0.65055,             0.71051,             0.43511,            0.036757,            0.011945,            0.025436,             0.00274,             0.00274,             0.00274
